id;word;pos;ttpos;rrnpos;ttlemma;rnnlemma;s_line;position;word2;word2lemma;category;num_custom;regionDees;regionDees_from_codeRegional;regionDees_supp;R_code_from_codeRegional;R_code_from_regionDees;R_code_suppl_phylo;R_code_suppl_total;coefficientRegionDees;dateMoyenneDees;codeRegional;coefficientRegional;vers;qualite;dateComposition;dateManuscrit;lieuComposition;lieu_compo_normalise;lieu_compo_simplifie;lieuManuscrit;lieu_manuscrit_normalise;lieu_manuscrit_simplifie;genre;corpus_1987_test;corpus_1987;std_date;type_full;type
nimb2;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;545;0 137 996;en;en;PROadv;38;Normandie;Normandie;Normandie;10;10;10;10;91 (Eure);1350;24;91;oui;ms1;1150;1335;nil;NA;NA;Paris;Paris;g. francien;epopee du cycle de Guillaume d'Orange;nimb2;VRAI;1150;j;1
nimb2;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;586;0 138 320;estoie;être;VERcjg;38;Normandie;Normandie;Normandie;10;10;10;10;91 (Eure);1350;24;91;oui;ms1;1150;1335;nil;NA;NA;Paris;Paris;g. francien;epopee du cycle de Guillaume d'Orange;nimb2;VRAI;1150;j;1
nimb2;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1423;0 144 539;ai;avoir;VERcjg;38;Normandie;Normandie;Normandie;10;10;10;10;91 (Eure);1350;24;91;oui;ms1;1150;1335;nil;NA;NA;Paris;Paris;g. francien;epopee du cycle de Guillaume d'Orange;nimb2;VRAI;1150;j;1
nimb2;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1402;0 144 383;ai;avoir;VERcjg;38;Normandie;Normandie;Normandie;10;10;10;10;91 (Eure);1350;24;91;oui;ms1;1150;1335;nil;NA;NA;Paris;Paris;g. francien;epopee du cycle de Guillaume d'Orange;nimb2;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;101;0 146 231;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1261;0 154 725;estoie;être;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;1163;0 153 990;i;y;PROadv;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;il|je;y;1142;0 153 838;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;459;0 148 853;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;1288;0 154 918;en;en;PROadv;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:pers;PROimp;il|je;il;293;0 147 653;en;en;PROadv;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;60;0 145 925;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;562;0 149 650;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;318;0 147 843;estoie;être;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;il|je;y;1365;0 155 497;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;261;0 147 424;en;en;PROadv;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;827;0 151 566;ai;avoir;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;277;0 147 541;estoie;être;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;188;0 146 890;en;en;PROadv;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimc;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1475;0 156 311;otroie;octroyer;VERcjg;77;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;70 (Pas-de-Calais centre + nord);1295;31;70;oui;ms1;1150;1295;nil;NA;NA;art.;art.;g. Nord;epopee du cycle de Guillaume d'Orange;nimc;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|y;y;117;0 163 315;es;être;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;232;0 164 224;es;être;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;108;0 163 245;o;ou;CONcoo;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1251;0 171 871;ai;avoir;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;1275;0 172 058;estoie;être;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;ADVgen;je;jà;322;0 164 890;estoie;être;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1167;0 171 231;ai;avoir;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1412;0 173 116;ai;avoir;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1338;0 172 545;ai;avoir;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;214;0 164 092;en;en;PROadv;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1334;0 172 516;ai;avoir;VERcjg;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;562;0 166 706;en;en;PROadv;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nimd;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;506;0 166 295;en;en;PROadv;213;Meuse;Meuse;Meuse;23;23;23;23;78 (Verdun et env.);1275;67;78;oui;ms1;1150;1275;nil;NA;NA;lorr. merid.;lorr.;g. nord-est;nil;nimd;VRAI;1150;j;1
nouvel;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;201;2 937 949;ai;avoir;VERcjg;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
nouvel;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1765;2 947 269;ai;avoir;VERcjg;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
nouvel;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;2936;2 954 386;en;en;PROadv;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
nouvel;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;1327;2 944 596;irai;aller;VERcjg;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
nouvel;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;2300;2 950 535;avrai;avoir;VERcjg;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
nouvel;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;2410;2 951 207;ai;avoir;VERcjg;78;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;94 (Pas-de-Calais sud-est);1275;29;94;oui;ms;1290;1295;Lille;nord;g. nord;Arras;Pas-de-Calais;g. nord;roman en vers;nouvel;VRAI;1290;j;1
oct;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;147;2 671 011;ai;avoir;VERcjg;94;Oise;Oise;Oise;12;12;12;12;74 (Oise);1300;32;74;oui;ms2;1275;1290;pic.;pic.;g. nord;pic.;pic.;g. nord;roman antique en octosyllabes;oct;VRAI;1275;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;494;2 034 866;ai;avoir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;451;2 034 587;ai;avoir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;248;2 033 299;aie;avoir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;463;2 034 661;istrai;issir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;493;2 034 859;aim;aimer;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;887;2 037 514;aim;aimer;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;445;2 034 537;estoie;être;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;199;2 032 980;i;y;PROadv;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;204;2 033 012;i;y;PROadv;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;755;2 036 622;en;en;PROadv;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;520;2 035 032;en;en;PROadv;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;357;2 033 979;aim;aimer;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;6;2 031 697;ai;avoir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;458;2 034 629;aie;avoir;VERcjg;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
ombre;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;691;2 036 178;en;en;PROadv;66;nil;Marne;Marne;18;NA;18;18;nil;nil;53;62;oui;cr1;1221;1288;pic.;pic.;g. nord;frc.;frc.;g. francien;conte courtois;#N/A;FAUX;1221;j;1
or;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;525;1 481 087;encoupay;encoulper;VERcjg;79;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;83 (Pas-de-Calais sud-est);1290;29;83;oui;cr1;1200;1370;pic.;pic.;g. nord;pic.;pic.;g. nord;vie de Saint;or;VRAI;1200;j;1
or;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;455;1 480 668;i;y;PROadv;79;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;83 (Pas-de-Calais sud-est);1290;29;83;oui;cr1;1200;1370;pic.;pic.;g. nord;pic.;pic.;g. nord;vie de Saint;or;VRAI;1200;j;1
or;g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;614;1 481 613;iray;aller;VERcjg;79;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;83 (Pas-de-Calais sud-est);1290;29;83;oui;cr1;1200;1370;pic.;pic.;g. nord;pic.;pic.;g. nord;vie de Saint;or;VRAI;1200;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;798;2 070 664;ai;avoir;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1460;2 076 411;en;en;PROadv;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;90;2 064 432;ai;avoir;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1512;2 076 862;achetai;acheter;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;579;2 068 741;achetai;acheter;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;327;2 066 577;ai;avoir;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1922;2 080 531;ai;avoir;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;1300;2 075 053;an;en;PROadv;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;138;2 064 873;alasse;aller;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;408;2 067 251;an;en;PROadv;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
orso;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;32;2 063 919;ause;ausser;VERcjg;141;Marne;Marne;Marne;18;18;18;18;82 (Marne);1290;51;82;oui;ms;1225;1290;pic. merid.;pic.;g. nord;lorr.;lorr.;g. nord-est;chanson de geste en alexandrins;orso;VRAI;1225;j;1
pap;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;1913;0 358 780;ai;avoir;VERcjg;109;nil;Vendee, Deux-Sevres;Vendee, Deux-Sevres;2;NA;2;2;nil;1250;5;61;oui;ms1;1175;1238;nord;nord;g. nord;tour.;tour.;g. sud-ouest;vie de saint;#N/A;FAUX;1175;j;1
pap;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;1287;0 355 165;en;en;PROadv;109;nil;Vendee, Deux-Sevres;Vendee, Deux-Sevres;2;NA;2;2;nil;1250;5;61;oui;ms1;1175;1238;nord;nord;g. nord;tour.;tour.;g. sud-ouest;vie de saint;#N/A;FAUX;1175;j;1
pap;i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;340;0 349 510;en;en;PROadv;109;nil;Vendee, Deux-Sevres;Vendee, Deux-Sevres;2;NA;2;2;nil;1250;5;61;oui;ms1;1175;1238;nord;nord;g. nord;tour.;tour.;g. sud-ouest;vie de saint;#N/A;FAUX;1175;j;1
pen;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;222;2 679 121;ai;avoir;VERcjg;80;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;74 (Pas-de-Calais sud-est);1290;29;74;non;ms2;1275;1283;nil;NA;NA;pic.;pic.;g. nord;recit pieux;pen;VRAI;1275;j;1
pen;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;755;2 687 452;ai;avoir;VERcjg;80;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;74 (Pas-de-Calais sud-est);1290;29;74;non;ms2;1275;1283;nil;NA;NA;pic.;pic.;g. nord;recit pieux;pen;VRAI;1275;j;1
pen;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;791;2 688 007;avoie;avoir;VERcjg;80;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;74 (Pas-de-Calais sud-est);1290;29;74;non;ms2;1275;1283;nil;NA;NA;pic.;pic.;g. nord;recit pieux;pen;VRAI;1275;j;1
pen;j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;795;2 688 035;avoie;avoir;VERcjg;80;Somme, Pas-de-Calais;Somme, Pas-de-Calais;Somme, Pas-de-Calais;11;11;11;11;74 (Pas-de-Calais sud-est);1290;29;74;non;ms2;1275;1283;nil;NA;NA;pic.;pic.;g. nord;recit pieux;pen;VRAI;1275;j;1
