Référence	ContexteGauche	Pivot	ContexteDroit
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 16, 2 739 360		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 113, 2 741 820		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 208, 2 744 312		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 51, 2 753 715		je_je y_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 52, 2 753 767		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 93, 2 754 895		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, malk, 1103, 2 789 797		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, malk, 1751, 2 793 612		je_je an_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chauvency, 483, 2 820 213		je_je i_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chauvency, 591, 2 820 852		je_je i_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chauvency, 2737, 2 833 461		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, cleom, 1544, 2 842 325		je_je i_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, helc, 229, 2 861 706		je_je y_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, helc, 229, 2 861 716		je_je y_y	
ge, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, troi, 583, 2 890 149		ge_je i_y	
ge, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, troi, 587, 2 890 236		ge_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nouvel, 1560, 2 946 010		je_je i_y	
jou, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, pritheo, 20, 2 955 128		jou_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, thibo, 563, 2 981 917		je_je i_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 70, 3 089 612		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 119, 3 090 950		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 152, 3 091 847		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 176, 3 092 602		je_je y_y	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 177, 3 092 631		je_je en_en	
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 409, 3 099 703		je_je y_y	
ge, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 9, 3 128 042		ge_je y_y	
ge, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 266, 3 129 543		ge_je i_y	
ie, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, peru, 335, 3 190 866		ie_je i_y	
