Référence	ContexteGauche	Pivot	ContexteDroit
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fab4c, 601, 1 415 002		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fab4e, 714, 1 418 878		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, moral, 594, 1 441 734		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, moral, 1218, 1 447 552		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, or, 455, 1 480 668		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, stsilv, 628, 1 486 842		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, dole, 679, 1 624 469		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, dole, 743, 1 624 888		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, amad, 115, 1 637 074		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, amad, 573, 1 646 845		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, bar, 131, 1 651 237		j_y i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, bar, 239, 1 651 917		j_y i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chastoi, 2086, 1 669 780		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chastoi, 2590, 1 672 796		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, chastoi, 2632, 1 673 037		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chastoi, 2867, 1 674 420		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chastoi, 2878, 1 674 493		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chastoi, 2880, 1 674 508		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, chastoi, 2895, 1 674 605		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, cou, 34, 1 675 519		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, cou, 220, 1 676 646		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, cou, 325, 1 677 278		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, gir, 641, 1 703 142		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, gir, 696, 1 703 557		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, gir, 922, 1 705 203		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, gir, 983, 1 705 655		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, flo, 198, 1 788 065		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, merlin, 32, 1 817 640		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 18, 1 828 759		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 58, 1 829 857		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 74, 1 830 187		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 119, 1 831 299		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 423, 1 838 286		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mortartu, 490, 1 839 824		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, pon1, 138, 1 844 561		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, songe, 10, 1 845 862		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, songe, 369, 1 847 964		j_y y_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, songe, 632, 1 849 522		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, calen, 64, 1 866 660		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, calen, 65, 1 866 665		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, durm, 626, 1 914 502		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, barril, 226, 1 996 392		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, barril, 398, 1 997 397		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, barril, 484, 1 997 943		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, barril, 790, 1 999 876		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, barril, 790, 1 999 881		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, lac, 80, 2 004 734		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, lanc, 133, 2 016 815		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, lanc, 140, 2 016 995		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, lancpr, 69, 2 024 323		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, ombre, 199, 2 032 980		j_y i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, ombre, 204, 2 033 012		j_y i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, ombre, 520, 2 035 032		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, ombre, 691, 2 036 178		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, ombre, 755, 2 036 622		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, jean, 328, 2 058 181		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, jean, 330, 2 058 199		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, orso, 408, 2 067 251		j_y an_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, orso, 1300, 2 075 053		j_y an_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, orso, 1460, 2 076 411		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, auc, 129, 2 084 829		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, auc, 205, 2 086 713		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, auc, 271, 2 088 243		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, auc, 347, 2 089 784		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, compoit, 172, 2 105 534		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, compoit, 182, 2 105 599		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, compoit, 1064, 2 111 025		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nicb, 299, 2 156 991		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, coinci, 12, 2 172 883		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, queste, 105, 2 184 463		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, meun, 1660, 2 209 888		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, meun, 3758, 2 222 369		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, meun, 3769, 2 222 442		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, meun, 4053, 2 224 142		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 1674, 2 246 051		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 1789, 2 246 720		j_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 1817, 2 246 884		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 2422, 2 250 574		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 2459, 2 250 792		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, rose, 3592, 2 257 718		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 3746, 2 258 641		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 3780, 2 258 867		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 3996, 2 260 156		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rose, 4032, 2 260 372		j_je en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, desp, 528, 2 277 350		i_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, desp, 1636, 2 284 155		g_je i_y	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergia, 142, 2 298 545		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergia, 207, 2 298 978		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergia, 209, 2 298 993		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergia, 582, 2 301 435		i_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, vergib, 142, 2 304 679		g_je en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergib, 209, 2 305 121		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergib, 589, 2 307 616		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergib, 893, 2 309 565		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergic, 148, 2 310 877		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergic, 215, 2 311 309		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergic, 607, 2 313 737		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergie, 142, 2 317 019		i_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, vergif, 142, 2 322 744		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, vergif, 205, 2 323 156		j_je en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergif, 207, 2 323 171		i_il en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, vergif, 321, 2 323 926		g_je y_y	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergif, 564, 2 325 500		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergig, 148, 2 328 732		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergig, 215, 2 329 176		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergih, 142, 2 334 955		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergih, 207, 2 335 385		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergih, 209, 2 335 399		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergii, 142, 2 341 143		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergii, 559, 2 343 860		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergik, 142, 2 347 057		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, vergik, 205, 2 347 470		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, il|je, il, vergik, 207, 2 347 485		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergik, 561, 2 349 791		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergik, 615, 2 350 154		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergil, 146, 2 352 422		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, vergil, 575, 2 355 239		i_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, mous, 79, 2 367 036		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mous, 422, 2 369 061		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mous, 724, 2 370 818		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, mous, 1952, 2 377 963		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, vcou, 113, 2 399 222		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, vcou, 114, 2 399 233		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, atre, 75, 2 403 004		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, atre, 81, 2 403 049		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, atre, 89, 2 403 101		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, atre, 98, 2 403 165		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, atre, 344, 2 404 668		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, atre, 651, 2 406 575		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, avu, 206, 2 408 863		j_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, amo, 46, 2 450 205		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, amo, 60, 2 450 297		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, il|je, il, amo, 748, 2 454 434		i_il en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, amo, 748, 2 454 439		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, amo, 2321, 2 463 964		i_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, hue, 30, 2 504 469		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, hue, 506, 2 507 352		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, hue, 534, 2 507 530		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, faba, 437, 2 510 780		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, faba, 1417, 2 516 946		g_je i_y	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, faba, 1514, 2 517 566		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, faba, 1758, 2 519 044		i_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, faba, 2139, 2 521 428		g_je i_y	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, fabb, 898, 2 529 161		i_y an_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, fabb, 1131, 2 530 572		i_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fabd, 799, 2 537 091		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fabd, 1354, 2 540 514		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fabd, 1448, 2 541 091		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, fabj, 728, 2 546 088		g_je i_y	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, fabj, 801, 2 546 558		i_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, fabj, 1336, 2 549 843		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, faucon, 52, 2 550 409		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, faucon, 95, 2 550 697		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, faucon, 164, 2 551 135		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, ndchar, 5313, 2 594 440		g_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, the, 49, 2 601 697		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, the, 85, 2 602 097		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, the, 152, 2 602 843		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, the, 171, 2 603 012		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, the, 247, 2 603 797		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, the, 258, 2 603 930		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, miro, 465, 2 615 092		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, miro, 799, 2 617 007		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, gar, 235, 2 627 536		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, enf, 1660, 2 662 985		j_je en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, yzop, 535, 2 694 066		i_y an_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, yzop, 2301, 2 704 582		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, yzop, 2439, 2 705 402		i_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, feu, 238, 2 713 717		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, feu, 258, 2 713 835		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, feu, 630, 2 716 115		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, ADVgen, je, jà, feu, 970, 2 718 234		j_jà i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, feu, 976, 2 718 268		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, feu, 1066, 2 718 833		j_y i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, abe, 403, 2 749 603		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, beauv, 23, 2 758 778		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, beauv, 345, 2 771 449		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, beauv, 451, 2 775 478		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, beauv, 626, 2 781 667		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, ADVgen, je, jà, malk, 2514, 2 798 042		j_jà i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, remi, 337, 2 802 970		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, remi, 679, 2 804 770		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, remi, 1650, 2 810 132		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, chauvency, 129, 2 818 183		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chauvency, 749, 2 821 796		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, chauvency, 2124, 2 829 867		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, chauvency, 2347, 2 831 194		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, ADVgen, je, jà, cleom, 55, 2 833 863		j_jà en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, cleom, 318, 2 835 410		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, cleom, 1863, 2 844 215		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, helc, 203, 2 861 190		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, helc, 319, 2 863 415		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, helc, 496, 2 866 282		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, helc, 498, 2 866 301		j_je en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 26, 2 868 183		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 35, 2 868 236		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 42, 2 868 282		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, robin, 124, 2 868 756		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 191, 2 869 152		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, robin, 351, 2 870 085		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 548, 2 871 267		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, robin, 549, 2 871 275		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, vache, 51, 2 905 383		j_y en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, vache, 1263, 2 912 473		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nouvel, 2936, 2 954 386		j_y en_en	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, pritheo, 169, 2 956 449		j_y i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, pseuturp, 464, 2 971 323		j_je an_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, thibo, 565, 2 981 929		g_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, baisieux, 838, 3 053 315		j_je i_y	
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, joinv, 164, 3 092 172		j_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 95, 3 128 525		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 391, 3 130 302		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 1681, 3 137 737		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 1699, 3 137 843		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 1914, 3 139 110		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 2091, 3 140 195		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 2110, 3 140 311		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 2191, 3 140 797		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 2884, 3 144 995		g_je en_en	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 3154, 3 146 558		g_je i_y	
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, contre, 3331, 3 147 651		g_je en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, peru, 644, 3 192 733		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, peru, 711, 3 193 159		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, peru, 1375, 3 197 305		i_y en_en	
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROimp, i2|i|y, il, peru, 1480, 3 197 971		i_il en_en	
