word;pos;ttpos;rrnpos;ttlemma;rnnlemma;id;s_line;position;word2;word2lemma
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;benoit;800;0 317 567;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;benoit;1311;0 320 462;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;benoit;1631;0 322 272;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chro;811;0 331 681;aie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chro;940;0 332 459;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chro;1389;0 335 151;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;myst;897;0 345 284;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;pap;1913;0 358 780;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;reis;6801;0 445 495;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;livre;1199;0 463 014;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yva;347;0 465 900;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yva;563;0 467 195;auoie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;yva;574;0 467 264;estoie;être	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvf;343;0 471 893;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvf;472;0 472 693;oj;ouïr	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvf;569;0 473 262;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvf;583;0 473 349;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvg;342;0 477 851;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvg;470;0 478 632;oi;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvg;566;0 479 189;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvg;580;0 479 277;irai;aller	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvh;346;0 483 847;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;yvh;476;0 484 642;oi;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvh;562;0 485 144;avoie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;yvh;573;0 485 212;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvh;587;0 485 303;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvp;340;0 489 861;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvp;429;0 490 410;ay;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;yvp;463;0 490 613;escoutai;écouter	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvp;470;0 490 663;oi;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvp;556;0 491 168;auoie;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvp;567;0 491 236;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvp;581;0 491 324;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvs;569;0 497 174;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvs;583;0 497 260;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;yvv;313;0 501 583;ai;avoir	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvv;537;0 502 923;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;yvv;551;0 503 009;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;98;0 507 559;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;145;0 508 472;oj;ouïr	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;177;0 509 129;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;chret1;184;0 509 230;irai;aller	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;401;0 514 084;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;401;0 514 094;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;chret1;599;0 517 964;aie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret1;741;0 520 957;es;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;chret2;346;0 527 279;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;476;0 528 074;oi;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;chret2;562;0 528 576;avoie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;573;0 528 644;estoie;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;chret2;587;0 528 735;irai;aller	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1343;0 533 394;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1346;0 533 416;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1355;0 533 487;oisse;ouïr	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1356;0 533 494;oie;ouïr	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1378;0 533 641;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1472;0 534 179;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1941;0 537 104;aie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1983;0 537 365;ancontrai;encontrer	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;1995;0 537 441;ancontrai;encontrer	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;chret2;2140;0 538 350;es;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;2386;0 539 879;es;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;2880;0 542 918;oi;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;chret2;2986;0 543 569;aie;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesC;337;0 582 485;ai;avoir	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;fablesC;471;0 583 249;iere;être	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;fablesC;472;0 583 255;iere;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesC;1148;0 586 992;ause;ausser	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesC;3321;0 599 228;aimme;aimer	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesC;3322;0 599 236;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesC;3354;0 599 424;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesK;317;0 613 507;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesK;1384;0 619 609;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesK;1950;0 622 887;oi;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesK;2050;0 623 497;afierai;affier	
i;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;il|je;y;fablesL;84;0 626 322;a;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;fablesL;417;0 628 164;a;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesM;414;0 639 420;ai;avoir	
i;PRO:pers:suj:1:sg:unb;PRO:clit;PROadv;i2|i|y;y;fablesT;83;0 648 526;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;fablesT;2244;0 660 841;oi;avoir	
g;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;fablesT;2409;0 661 660;estoie;être	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROper;je;je;fablesZ;414;0 672 307;ay;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;345;0 677 608;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;348;0 677 630;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;357;0 677 701;oisse;ouïr	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;358;0 677 708;oie;ouïr	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;380;0 677 855;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;474;0 678 392;ai;avoir	
j;PRO:pers:suj:1:sg:unb;PRO:pers;PROadv;je;y;pera;943;0 681 316;aie;avoir	
