word; pos; ttpos; rrnpos; ttlemma; rnnlemma; id; s_line; position
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2156; 0 578 807
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2161; 0 578 848
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2233; 0 579 293
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2301; 0 579 689
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2409; 0 580 301
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2421; 0 580 377
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesB; 2424; 0 580 391
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 344; 0 582 530
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 987; 0 586 093
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 1674; 0 589 966
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 1933; 0 591 406
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2185; 0 592 793
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2839; 0 596 537
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2860; 0 596 662
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 3038; 0 597 636
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 3039; 0 597 645
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 3091; 0 597 944
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 3320; 0 599 224
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 79; 0 599 888
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 126; 0 600 181
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 413; 0 601 856
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 482; 0 602 271
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 485; 0 602 292
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 591; 0 602 917
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 731; 0 603 720
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 732; 0 603 728
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 820; 0 604 228
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 1147; 0 606 091
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 1408; 0 607 628
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 1476; 0 608 063
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesE1; 1826; 0 610 085
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 436; 0 614 141
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 1664; 0 621 205
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 1669; 0 621 243
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 2051; 0 623 500
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 2381; 0 625 459
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 2402; 0 625 584
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesL; 802; 0 630 173
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 80; 0 637 479
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 421; 0 639 465
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 597; 0 640 481
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 794; 0 641 602
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 1114; 0 643 424
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 127; 0 648 802
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 518; 0 650 962
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 623; 0 651 595
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 923; 0 653 327
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 1056; 0 654 095
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 1376; 0 655 962
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 1967; 0 659 166
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 1990; 0 659 312
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 2121; 0 660 125
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 2125; 0 660 148
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 2372; 0 661 530
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 80; 0 663 820
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 86; 0 663 870
jeo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 127; 0 664 113
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 382; 0 665 550
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 486; 0 666 136
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 592; 0 666 748
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 597; 0 666 774
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 598; 0 666 780
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 795; 0 667 883
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesY; 999; 0 668 989
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesZ; 80; 0 670 338
ie; PRO:pers:suj:1:sg:unb; PRO:pers; CONcoo; je; ie; fablesZ; 164; 0 670 853
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesZ; 486; 0 672 741
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesZ; 592; 0 673 359
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesZ; 597; 0 673 385
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 151; 0 676 365
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 178; 0 676 534
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 337; 0 677 553
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 379; 0 677 845
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 388; 0 677 908
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 480; 0 678 429
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 483; 0 678 445
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 767; 0 680 190
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 1802; 0 686 636
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 1984; 0 687 752
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 132; 0 688 637
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 147; 0 688 732
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 174; 0 688 898
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 197; 0 689 043
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 329; 0 689 882
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 353; 0 690 040
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 363; 0 690 109
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 451; 0 690 608
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 558; 0 691 249
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 619; 0 691 617
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 628; 0 691 669
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 660; 0 691 863
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 679; 0 691 992
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 733; 0 692 329
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 748; 0 692 431
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 750; 0 692 441
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 769; 0 692 563
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 843; 0 693 022
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 855; 0 693 108
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 944; 0 693 672
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1047; 0 694 301
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1054; 0 694 347
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1149; 0 694 935
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1172; 0 695 083
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1179; 0 695 128
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1341; 0 696 113
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1349; 0 696 164
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1364; 0 696 263
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1502; 0 697 114
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1573; 0 697 549
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1761; 0 698 672
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 1794; 0 698 872
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 132; 0 700 677
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 147; 0 700 772
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 174; 0 700 938
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 198; 0 701 085
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 331; 0 701 924
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 355; 0 702 082
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 365; 0 702 152
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 453; 0 702 651
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 560; 0 703 292
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 621; 0 703 659
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 630; 0 703 711
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 662; 0 703 905
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 750; 0 704 476
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 845; 0 705 069
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 857; 0 705 155
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 947; 0 705 720
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1058; 0 706 397
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1153; 0 706 985
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1176; 0 707 133
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1183; 0 707 178
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1345; 0 708 163
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1353; 0 708 214
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1368; 0 708 313
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1506; 0 709 165
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1577; 0 709 600
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1765; 0 710 723
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1798; 0 710 923
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 1987; 0 712 063
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2059; 0 712 518
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2146; 0 713 058
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2207; 0 713 437
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2293; 0 713 995
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2786; 0 716 910
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2805; 0 717 023
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2972; 0 718 066
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2977; 0 718 097
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2984; 0 718 147
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3113; 0 718 914
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3411; 0 720 727
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3427; 0 720 829
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3433; 0 720 865
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3437; 0 720 890
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3483; 0 721 165
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3566; 0 721 664
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3579; 0 721 747
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3594; 0 721 848
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3697; 0 722 454
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3702; 0 722 483
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3708; 0 722 522
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3733; 0 722 681
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3745; 0 722 760
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3836; 0 723 328
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3849; 0 723 418
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 3968; 0 724 147
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4005; 0 724 369
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4192; 0 725 497
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4225; 0 725 701
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4386; 0 726 683
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4425; 0 726 910
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4512; 0 727 462
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4804; 0 729 214
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4806; 0 729 226
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4869; 0 729 605
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4937; 0 729 972
ge; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4975; 0 730 210
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5063; 0 730 751
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5213; 0 731 674
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5253; 0 731 925
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5332; 0 732 420
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5352; 0 732 533
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5653; 0 734 357
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5654; 0 734 365
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5662; 0 734 414
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5817; 0 735 341
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 5997; 0 736 437
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6039; 0 736 708
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6075; 0 736 927
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6076; 0 736 938
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6120; 0 737 221
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6313; 0 738 397
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6372; 0 738 766
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6503; 0 739 545
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6505; 0 739 552
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6526; 0 739 679
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6548; 0 739 818
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6634; 0 740 331
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6643; 0 740 383
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6645; 0 740 396
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6717; 0 740 852
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6723; 0 740 884
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6780; 0 741 249
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6784; 0 741 270
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6805; 0 741 404
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6811; 0 741 444
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6880; 0 741 866
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6937; 0 742 198
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6937; 0 742 202
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 6938; 0 742 207
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7002; 0 742 582
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7011; 0 742 633
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7023; 0 742 706
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7075; 0 743 020
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7105; 0 743 205
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7118; 0 743 276
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7204; 0 743 774
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7231; 0 743 937
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7298; 0 744 344
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7475; 0 745 438
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7554; 0 745 898
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7592; 0 746 133
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7598; 0 746 170
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7602; 0 746 200
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7699; 0 746 757
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7716; 0 746 862
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7722; 0 746 899
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7744; 0 747 044
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7804; 0 747 406
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 7960; 0 748 330
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8207; 0 749 828
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8249; 0 750 090
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8284; 0 750 301
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8365; 0 750 802
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8370; 0 750 831
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8373; 0 750 848
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8408; 0 751 052
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8535; 0 751 836
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8540; 0 751 867
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8541; 0 751 874
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8573; 0 752 078
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8638; 0 752 478
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8686; 0 752 790
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8694; 0 752 846
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8718; 0 753 001
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8747; 0 753 175
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8761; 0 753 265
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8793; 0 753 462
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8800; 0 753 512
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8859; 0 753 859
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 8949; 0 754 445
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 138; 0 756 054
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 151; 0 756 137
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 211; 0 756 515
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 311; 0 757 099
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 322; 0 757 163
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 338; 0 757 251
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 352; 0 757 341
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 432; 0 757 861
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 442; 0 757 919
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 452; 0 757 980
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 456; 0 758 005
je; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 539; 0 758 526
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 752; 0 759 847
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 854; 0 760 494
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 883; 0 760 681
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 1040; 0 761 632
jo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 1196; 0 762 612
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 1267; 0 763 036
ie; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 1451; 0 764 128
io; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perf; 1484; 0 764 324
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perh; 149; 0 766 139
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perh; 176; 0 766 307
ieo; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perh; 200; 0 766 462
