word; pos; ttpos; rrnpos; ttlemma; rnnlemma; id; s_line; position
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romb; 765; 1 001 129
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 15; 1 005 701
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 273; 1 007 262
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; rombriv; 282; 1 007 318
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 363; 1 007 804
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 371; 1 007 848
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 401; 1 008 015
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriv; 438; 1 008 231
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriva; 13; 1 009 009
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; rombriva; 199; 1 010 155
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; rombriva; 287; 1 010 702
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rombriva; 292; 1 010 736
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romc; 233; 1 012 993
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romc; 370; 1 013 835
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romc; 1041; 1 017 913
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romd; 251; 1 024 269
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romd; 632; 1 026 617
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romd; 634; 1 026 629
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romd; 765; 1 027 427
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romd; 790; 1 027 577
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rome; 120; 1 033 084
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rome; 251; 1 033 889
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rome; 761; 1 037 008
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; rome; 786; 1 037 159
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 228; 1 043 290
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 251; 1 043 427
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 361; 1 044 114
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 854; 1 047 132
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 889; 1 047 353
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 910; 1 047 486
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romh; 1121; 1 048 740
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; romh; 1254; 1 049 574
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romi; 128; 1 052 732
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romi; 160; 1 052 925
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; romi; 262; 1 053 542
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; romk; 116; 1 058 532
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romk; 245; 1 059 324
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romk; 759; 1 062 464
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romk; 1001; 1 063 917
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roml; 112; 1 067 599
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roml; 241; 1 068 383
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roml; 717; 1 071 293
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roml; 759; 1 071 546
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roml; 782; 1 071 686
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romm; 255; 1 077 486
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romm; 368; 1 078 185
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romm; 1003; 1 082 050
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romm; 1014; 1 082 121
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; romm; 1039; 1 082 274
j; PRO:pers:suj:1:sg:unb; PRO:pers; NOMcom; je; jie; romo; 238; 1 088 528
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romo; 240; 1 088 540
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romo; 749; 1 091 656
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; romo; 785; 1 091 877
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romo; 1005; 1 093 197
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; romo; 1453; 1 095 897
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 74; 1 096 738
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 103; 1 096 920
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 162; 1 097 294
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 175; 1 097 378
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 199; 1 097 532
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 293; 1 098 116
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 395; 1 098 762
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 412; 1 098 872
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; trib; 467; 1 099 215
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 503; 1 099 452
g; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; ge; trib; 513; 1 099 517
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 584; 1 099 971
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; trib; 881; 1 101 812
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; cambrai; 248; 1 125 463
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cambrai; 607; 1 128 179
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cambrai; 645; 1 128 460
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; cambrai; 830; 1 129 907
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; cambrai; 849; 1 130 055
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; cambrai; 970; 1 130 970
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 25; 1 135 579
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 52; 1 135 800
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 53; 1 135 810
g; PRO:pers:suj:1:sg:unb; PRO:pers; PONfbl; je; Ga; elie; 367; 1 138 621
g; PRO:pers:suj:1:sg:unb; PRO:pers; PONfbl; je; Ga; elie; 408; 1 139 003
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 430; 1 139 222
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 934; 1 143 722
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 943; 1 143 803
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 999; 1 144 332
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 1006; 1 144 402
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; elie; 1092; 1 145 152
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; elie; 1142; 1 145 590
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 1241; 1 146 507
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 1888; 1 152 361
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 1902; 1 152 482
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 2199; 1 155 223
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; elie; 2279; 1 155 972
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; elie; 2567; 1 158 421
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; elie; 2603; 1 158 735
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; floov; 236; 1 162 111
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; floov; 245; 1 162 192
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; floov; 255; 1 162 274
g; PRO:pers:suj:1:sg:unb; DET:def; PONfbl; je; Ga; herm; 92; 1 177 790
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 457; 1 181 038
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 467; 1 181 128
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 479; 1 181 226
g; PRO:pers:suj:1:sg:unb; PRO:pers; PONfbl; je; Ga; herm; 698; 1 183 113
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 797; 1 183 988
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 843; 1 184 404
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 908; 1 185 014
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1157; 1 187 297
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1327; 1 188 825
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 1360; 1 189 106
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1362; 1 189 129
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1427; 1 189 709
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 1428; 1 189 725
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1671; 1 191 909
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; herm; 1880; 1 193 741
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; herm; 1979; 1 194 602
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; herm; 2035; 1 195 093
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 103; 1 197 625
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 129; 1 197 827
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 251; 1 198 746
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; raou; 756; 1 202 578
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 1389; 1 207 354
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 1750; 1 210 021
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 1812; 1 210 500
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; raou; 1877; 1 210 984
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; raou; 1998; 1 211 904
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 2039; 1 212 218
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 2043; 1 212 246
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 2262; 1 213 895
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; raou; 2445; 1 215 289
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; raou; 2470; 1 215 485
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; robert; 580; 1 219 039
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sergbH; 1803; 1 245 805
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; graal; 74; 1 272 663
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; graal; 787; 1 276 821
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; graal; 789; 1 276 833
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; graal; 806; 1 276 940
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; graal; 836; 1 277 113
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 167; 1 278 180
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 309; 1 279 073
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 331; 1 279 208
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 536; 1 280 469
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 560; 1 280 618
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 605; 1 280 890
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 666; 1 281 271
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 712; 1 281 566
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 713; 1 281 570
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 787; 1 282 010
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 819; 1 282 217
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 835; 1 282 319
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 844; 1 282 376
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 850; 1 282 421
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 897; 1 282 721
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 902; 1 282 753
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1009; 1 283 424
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1060; 1 283 730
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 1066; 1 283 774
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1088; 1 283 911
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1108; 1 284 028
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; nic; 1203; 1 284 602
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1361; 1 285 548
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1362; 1 285 554
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; nic; 1374; 1 285 625
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 84; 1 287 055
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evratC2; 141; 1 287 429
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 256; 1 288 165
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 323; 1 288 599
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 385; 1 288 979
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 467; 1 289 470
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 472; 1 289 503
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 474; 1 289 514
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 475; 1 289 522
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 722; 1 291 073
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evratC2; 733; 1 291 140
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 1179; 1 293 879
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evratC2; 1186; 1 293 918
j; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|y; y; evrat1; 479; 1 299 170
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 479; 1 299 175
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1057; 1 302 724
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1070; 1 302 801
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evrat1; 1206; 1 303 634
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1493; 1 305 389
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1567; 1 305 841
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1568; 1 305 853
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evrat1; 1672; 1 306 514
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1857; 1 307 630
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1930; 1 308 080
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1974; 1 308 353
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 1980; 1 308 389
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evrat1; 2047; 1 308 803
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 2239; 1 310 015
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evrat1; 2686; 1 312 806
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 2997; 1 314 696
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 3255; 1 316 303
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 3632; 1 318 587
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 3832; 1 319 827
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; evrat1; 3888; 1 320 183
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 3951; 1 320 556
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 4368; 1 323 107
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 4368; 1 323 111
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; evrat1; 4791; 1 325 785
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; amile; 263; 1 327 695
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; amile; 704; 1 331 011
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; amile; 808; 1 331 820
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 94; 1 332 377
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 124; 1 332 564
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 142; 1 332 668
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 681; 1 335 830
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 770; 1 336 381
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 826; 1 336 726
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 855; 1 336 912
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 938; 1 337 415
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 1041; 1 338 055
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 1185; 1 338 956
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 2214; 1 345 145
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; athi; 2248; 1 345 352
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 2470; 1 346 678
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 2940; 1 349 339
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 2952; 1 349 418
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 3033; 1 349 917
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; athi; 3381; 1 351 952
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; aye; 14; 1 352 665
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; aye; 295; 1 358 207
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; aye; 386; 1 360 023
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 47; 1 361 624
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 51; 1 361 699
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 56; 1 361 838
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 62; 1 361 930
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 237; 1 365 345
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; beati; 273; 1 366 348
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; beati; 306; 1 367 216
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; bel; 384; 1 372 298
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; bel; 546; 1 373 261
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; bodo; 449; 1 377 474
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; bodo; 523; 1 377 909
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; bodo; 612; 1 378 436
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 267; 1 381 569
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; contro; 273; 1 381 609
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 277; 1 381 636
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; contro; 611; 1 383 626
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; contro; 746; 1 384 439
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; contro; 760; 1 384 517
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; contro; 817; 1 384 850
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 979; 1 385 793
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 991; 1 385 863
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; contro; 1244; 1 387 396
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; contro; 1331; 1 387 901
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 1544; 1 389 149
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 1831; 1 390 840
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 1967; 1 391 648
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; contro; 2168; 1 392 827
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 2467; 1 394 551
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 2467; 1 394 555
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 2484; 1 394 653
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 2485; 1 394 660
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; contro; 2544; 1 394 996
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; contro; 2688; 1 395 839
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 84; 1 397 101
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 163; 1 397 683
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 281; 1 398 566
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 431; 1 399 701
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 554; 1 400 625
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; cordres; 641; 1 401 281
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 143; 1 404 696
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 327; 1 405 814
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 450; 1 406 544
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 506; 1 406 879
j; PRO:pers:suj:1:sg:unb; PRO:pers; PONpdr; je; je; epee; 531; 1 407 037
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 532; 1 407 045
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 609; 1 407 540
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 741; 1 408 367
j; PRO:pers:suj:1:sg:unb; PRO:pers; ADVgen; je; jà; epee; 742; 1 408 378
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 752; 1 408 444
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 844; 1 408 984
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 847; 1 409 007
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 864; 1 409 110
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; epee; 867; 1 409 132
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 939; 1 409 556
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 941; 1 409 569
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; epee; 949; 1 409 618
