word; pos; ttpos; rrnpos; ttlemma; rnnlemma; id; s_line; position
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; chret2; 2386; 0 539 879
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; chret2; 2494; 0 540 562
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; chret2; 2880; 0 542 918
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; chret2; 2986; 0 543 569
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 78; 0 580 989
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 84; 0 581 039
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesC; 305; 0 582 313
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 337; 0 582 485
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 471; 0 583 249
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 472; 0 583 255
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 1148; 0 586 992
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2190; 0 592 832
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2262; 0 593 249
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesC; 2456; 0 594 347
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 3196; 0 598 546
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 3321; 0 599 228
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 3322; 0 599 236
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesC; 3354; 0 599 424
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesE1; 381; 0 601 669
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 80; 0 612 109
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesK; 285; 0 613 323
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesK; 317; 0 613 507
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesK; 1384; 0 619 609
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesK; 1936; 0 622 802
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesK; 1950; 0 622 887
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesK; 2050; 0 623 497
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; fablesL; 84; 0 626 322
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesL; 87; 0 626 348
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesL; 385; 0 627 997
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesL; 417; 0 628 164
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesM; 86; 0 637 528
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesM; 382; 0 639 234
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesM; 414; 0 639 420
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesT; 83; 0 648 526
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesT; 86; 0 648 553
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesT; 382; 0 650 304
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 521; 0 650 983
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesT; 1775; 0 658 343
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 1972; 0 659 205
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 2229; 0 660 748
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesT; 2244; 0 660 841
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; fablesT; 2344; 0 661 362
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesT; 2409; 0 661 660
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; fablesZ; 86; 0 670 388
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; fablesZ; 382; 0 672 122
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; fablesZ; 414; 0 672 307
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 345; 0 677 608
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 348; 0 677 630
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 357; 0 677 701
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 358; 0 677 708
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 380; 0 677 855
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 474; 0 678 392
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 493; 0 678 511
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 664; 0 679 539
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 729; 0 679 955
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 943; 0 681 316
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 985; 0 681 578
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 997; 0 681 654
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 1142; 0 682 564
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 1388; 0 684 094
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pera; 1496; 0 684 776
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 1883; 0 687 131
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pera; 1989; 0 687 781
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 215; 0 689 160
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 354; 0 690 050
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 448; 0 690 590
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 459; 0 690 661
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 650; 0 691 795
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; perb; 693; 0 692 082
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perb; 807; 0 692 793
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 902; 0 693 413
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 956; 0 693 747
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROper; i2|i|y; il; perb; 1448; 0 696 784
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 1842; 0 699 167
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perb; 1948; 0 699 814
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 191; 0 701 034
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 216; 0 701 202
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 356; 0 702 092
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 364; 0 702 139
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 450; 0 702 633
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 461; 0 702 704
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 652; 0 703 837
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 681; 0 704 034
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; percevalb; 695; 0 704 125
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 697; 0 704 138
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 735; 0 704 373
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 752; 0 704 486
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 771; 0 704 609
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 809; 0 704 840
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 905; 0 705 461
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 959; 0 705 795
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 1051; 0 706 350
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROper; i2|i|y; il; percevalb; 1452; 0 708 834
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 1473; 0 708 955
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 1846; 0 711 218
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 1953; 0 711 866
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 2348; 0 714 323
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 2906; 0 717 657
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3062; 0 718 602
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3073; 0 718 675
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 3436; 0 720 880
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3552; 0 721 576
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3571; 0 721 692
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; percevalb; 3581; 0 721 761
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3847; 0 723 402
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 3915; 0 723 830
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROper; i2|i|y; il; percevalb; 4038; 0 724 578
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4168; 0 725 328
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; percevalb; 4306; 0 726 203
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; percevalb; 4349; 0 726 454
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 4502; 0 727 400
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 4640; 0 728 224
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 4981; 0 730 245
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 5120; 0 731 089
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 5149; 0 731 274
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 5169; 0 731 392
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 5362; 0 732 592
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 5484; 0 733 343
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 5658; 0 734 385
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 5998; 0 736 443
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROper; i2|i|y; il; percevalb; 6052; 0 736 795
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 6544; 0 739 791
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 6768; 0 741 168
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; percevalb; 7325; 0 744 505
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 7942; 0 748 214
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 8048; 0 748 861
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; percevalb; 8275; 0 750 243
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 8557; 0 751 975
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 8685; 0 752 786
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 8744; 0 753 158
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 8790; 0 753 445
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; percevalb; 8803; 0 753 528
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 8806; 0 753 546
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; percevalb; 8971; 0 754 588
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 132; 0 756 018
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 141; 0 756 070
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 387; 0 757 575
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 551; 0 758 609
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 598; 0 758 909
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 640; 0 759 171
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 652; 0 759 247
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 796; 0 760 129
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 1047; 0 761 674
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROimp; i2|i|y; il; perf; 1152; 0 762 337
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perf; 1530; 0 764 602
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROimp; i2|i|y; il; perf; 1626; 0 765 173
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perh; 359; 0 767 487
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perl; 346; 0 779 560
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perl; 349; 0 779 582
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 358; 0 779 654
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 359; 0 779 661
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 381; 0 779 808
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 471; 0 780 327
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 480; 0 780 383
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; perl; 663; 0 781 491
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; perl; 738; 0 781 963
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 906; 0 783 033
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 950; 0 783 314
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 1003; 0 783 644
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perl; 1390; 0 786 039
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROimp; i2|i|y; il; perl; 1498; 0 786 719
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perl; 1864; 0 788 953
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 363; 0 791 898
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 476; 0 792 554
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 662; 0 793 652
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 707; 0 793 947
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perm; 917; 0 795 278
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perm; 971; 0 795 618
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 1117; 0 796 525
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perm; 1364; 0 798 037
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 293; 0 803 593
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 294; 0 803 604
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perp; 388; 0 804 145
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perp; 394; 0 804 182
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 576; 0 805 287
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 641; 0 805 704
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 851; 0 807 029
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perp; 901; 0 807 340
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perp; 1294; 0 809 762
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROper; i2|i|y; il; perp; 1402; 0 810 447
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perp; 1781; 0 812 751
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perp; 1887; 0 813 395
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perpraag; 268; 0 814 921
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perq; 88; 0 815 579
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perq; 244; 0 816 583
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perq; 259; 0 816 684
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perq; 593; 0 818 661
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perq; 807; 0 820 016
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perq; 849; 0 820 274
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; perq; 861; 0 820 349
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perq; 1493; 0 824 188
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perq; 1595; 0 824 807
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perr; 112; 0 825 534
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perr; 294; 0 826 684
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perr; 295; 0 826 694
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perr; 630; 0 828 702
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; perr; 842; 0 830 042
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; perr; 1269; 0 832 668
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROimp; i2|i|y; il; perr; 1378; 0 833 340
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 96; 0 836 953
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; pers; 254; 0 837 956
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 528; 0 839 575
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 595; 0 840 004
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 759; 0 841 044
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; pers; 805; 0 841 337
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 843; 0 841 573
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 847; 0 841 601
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 859; 0 841 676
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 1004; 0 842 571
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 1251; 0 844 063
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pers; 1357; 0 844 731
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; pers; 1735; 0 847 043
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 362; 0 850 019
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 456; 0 850 562
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 642; 0 851 686
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 662; 0 851 799
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 707; 0 852 103
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 921; 0 853 466
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 963; 0 853 727
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 976; 0 853 808
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 1120; 0 854 710
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 1366; 0 856 218
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 1378; 0 856 297
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; pert; 1474; 0 856 903
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 1860; 0 859 268
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; pert; 1966; 0 859 912
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 293; 0 883 266
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 303; 0 883 329
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 306; 0 883 346
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 311; 0 883 377
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 341; 0 883 578
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 542; 0 884 760
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; sept; 627; 0 885 238
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; sept; 760; 0 886 007
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; alia; 320; 0 888 666
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; alia; 499; 0 890 020
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; alia; 640; 0 891 072
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; alia; 1603; 0 899 612
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; alia; 1800; 0 901 361
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; alia; 2809; 0 910 412
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ipo; 6653; 0 951 111
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ipo; 6686; 0 951 311
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ipo; 8029; 0 959 486
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 15; 0 974 731
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 258; 0 976 207
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 265; 0 976 249
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 333; 0 976 640
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 712; 0 978 855
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 742; 0 979 039
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 1290; 0 982 415
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 1370; 0 982 898
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 1409; 0 983 141
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 1431; 0 983 278
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 1653; 0 984 661
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 1792; 0 985 541
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 1837; 0 985 838
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 2024; 0 986 983
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; ren2; 2042; 0 987 086
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 2088; 0 987 350
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; ren2; 2290; 0 988 633
g; PRO:pers:suj:1:sg:unb; PRO:pers; PROper; je; je; roma; 120; 0 989 473
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roma; 585; 0 992 313
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; roma; 631; 0 992 596
i; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; il|je; y; roma; 656; 0 992 745
i; PRO:pers:suj:1:sg:unb; PRO:clit; PROadv; i2|i|y; y; romb; 116; 0 997 166
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romb; 243; 0 997 937
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romb; 705; 1 000 758
j; PRO:pers:suj:1:sg:unb; PRO:pers; PROadv; je; y; romb; 754; 1 001 059
